"est.beta","se","G","R"
4.6932943671338,1.66591131663988,4,99
1.06671702264816,1.73916525559944,5,79
1.95939400993145,0.956696880558454,6,65
2.51596581507267,0.537430087493794,7,56
5.20611385244342,0.751050984005342,8,49
1.30194294805057,0.722435061063972,9,43
4.98625952815634,1.24070403226403,10,39
4.60239899589618,1.06928287296803,11,35
3.42476625715818,1.29919393741321,12,32
2.14012993281579,0.588099465197641,13,29
1.75663887874218,1.21670904281738,14,27
2.97903231518155,0.663303908043716,15,25
1.99338607484998,1.05883025327513,16,24
1.73194365698488,0.905790022548889,17,22
2.85443686319235,0.891019537221746,18,21
3.23815526792638,0.875217496174653,19,20
2.98934692307569,1.02704527792915,20,19
2.93446295822467,0.655301806205591,21,18
3.88611567716125,0.602886624896985,22,17
2.66957916789261,0.943881638503529,23,16
2.52153835054869,0.65805557457655,24,15
2.19772037494236,0.818240151009596,25,15
3.22355303214983,1.16756734115403,26,14
3.37473330892532,0.850105473540779,27,13
3.50462733883984,0.631683974750588,28,13
3.65331079548791,0.719437221595479,29,12
3.00585321600987,0.555810413535793,30,12
3.78034410812958,0.651038273645964,31,11
2.97059921137532,0.617114336144303,32,11
2.55089324407353,0.615490036327724,33,11
3.38793403988808,0.780237481969114,34,10
2.46913041350912,0.673985161835175,35,10
2.51402226669133,0.570784803029419,36,10
2.08124477811256,0.664346623937408,37,9
3.23897656691792,0.613451276026114,38,9
4.01599556285819,0.592866655654591,39,9
3.74034783903642,0.758116934160002,40,9
3.57717865639026,0.653942890442083,41,8
3.79966455493169,0.565761696898159,42,8
3.4858733278564,0.701625895976211,43,8
2.26475763547534,0.656724491707879,44,8
2.61868600263244,0.540241747793187,45,7
2.78229424465192,0.642555930523315,46,7
2.18315999641653,0.558201822479732,47,7
3.26651354889075,0.569311554939708,48,7
2.91508103591845,0.610436130097333,49,7
3.15142245835616,0.63543502525491,50,7
3.48863582146641,0.54807865429406,51,6
2.75437609516518,0.541344247664272,52,6
3.10372561015991,0.545172656209619,53,6
3.0911254573099,0.582849634368401,54,6
3.34760357935458,0.453781377248976,55,6
3.64359986101217,0.569212333046227,56,6
3.25633201203492,0.507736423544117,57,6
2.29496357570802,0.554167910629987,58,5
3.53236981277607,0.493499208276301,59,5
3.18869546637534,0.466766067451674,60,5
2.72687959718896,0.486237637771942,61,5
3.17726474809137,0.496654721186785,62,5
2.95989351105986,0.533412821728324,63,5
3.21613505089367,0.454340273108582,64,5
3.55904709492029,0.49877594179069,65,5
4.26758087297187,0.472180398643242,66,5
2.52357749210111,0.45175138551567,67,4
2.98495617550606,0.544031053987994,68,4
3.1105843774937,0.428465102477939,69,4
3.57624465740883,0.473068749802215,70,4
2.88458842706575,0.453598499771118,71,4
3.24558459646157,0.459951081588931,72,4
2.64202385944894,0.479165960560571,73,4
3.18052109533377,0.414621563501265,74,4
3.98666316446702,0.484706836622063,75,4
3.22811410376866,0.504902630900753,76,4
3.0723120177148,0.513094309053724,77,4
3.3558870996027,0.477938422135,78,4
2.26722719221358,0.469127643625423,79,4
2.7489512929323,0.398235587196564,80,4
2.89754322676434,0.408534658099429,81,3
3.18962580990644,0.444609746894987,82,3
3.57168494766142,0.483071893394123,83,3
2.90686040263895,0.419746190257856,84,3
3.00283896863342,0.406967411350278,85,3
3.38360333139652,0.436094345320563,86,3
2.43992063312731,0.456884744350748,87,3
3.8650327866779,0.401772156577862,88,3
2.66653588034735,0.438445078170584,89,3
2.96723063655448,0.403992217344406,90,3
3.45992969957468,0.378950259945293,91,3
2.81490325769412,0.428278260914626,92,3
3.90278658310008,0.402382706300106,93,3
2.72035842788425,0.401451423876646,94,3
3.17067571658349,0.440740275972208,95,3
3.37275472241761,0.354031184676538,96,3
2.76657625958579,0.358191152809869,97,3
3.672355485269,0.373304745653207,98,3
2.80688988005445,0.389931679092189,99,3
3.49056015243603,0.412175635583193,100,3
2.5172955874175,0.380729415639389,101,2
1.91655007212425,1.44560974098957,4,99
2.122696501673,1.40989781351465,5,79
2.63545639310329,1.69404776559978,6,65
4.31260724033737,1.1408475413538,7,56
1.99289887939544,1.03747085816989,8,49
5.25184980028673,1.38139492814281,9,43
2.41900362702874,1.09222338980597,10,39
3.36315351409851,0.904792529014608,11,35
3.11922858144059,1.38620774081476,12,32
1.26325466702861,0.932807707205222,13,29
3.11063882572663,0.962327972622075,14,27
3.36254175265433,0.900183715171525,15,25
2.76159771963449,0.812111783399329,16,24
2.18779733080469,0.913132814812565,17,22
2.76113434657156,0.774684286964339,18,21
2.69526976991464,0.761285726674107,19,20
3.46032209571463,0.795936298500142,20,19
2.37994851036688,1.05524142575655,21,18
2.82247519835028,0.792946161918604,22,17
3.3207522099246,0.755523765150521,23,16
3.66162364986373,0.770200945854527,24,15
2.2118121770047,0.873890726714815,25,15
2.88628648864246,0.910887070261472,26,14
3.34280752761115,0.733866397906907,27,13
2.29230495717165,0.77096921889532,28,13
2.42369808504348,0.62571905208599,29,12
2.71433862280601,0.693871549408883,30,12
2.60155621495027,0.807556435776566,31,11
3.83721315429998,0.746818342501005,32,11
2.64388901173897,0.62470011463153,33,11
4.19955328647052,0.714380437423269,34,10
2.48793176439247,0.849016380916331,35,10
1.85129900605831,0.540408610890679,36,10
3.28926146783604,0.729038258842418,37,9
2.49698620891808,0.65782535745228,38,9
4.31543290063381,0.629310886662037,39,9
3.14055975181536,0.565397213992522,40,9
3.68170475043697,0.513991916705814,41,8
3.12660382185107,0.612350672764432,42,8
2.19946925526762,0.480537497056838,43,8
3.12455136642343,0.607477438509053,44,8
2.93015991680353,0.656629172164816,45,7
3.27614816281535,0.545200373528131,46,7
4.08710564239314,0.536744948806089,47,7
2.78802258905667,0.555064562685483,48,7
3.16828619248536,0.567839465802041,49,7
2.65595479737119,0.553383720962109,50,7
2.75419149905879,0.602536507513705,51,6
2.88543700050054,0.594691443989439,52,6
3.44980495276643,0.621924204557119,53,6
1.7125141997027,0.460839950772294,54,6
2.98675226803188,0.496792791598907,55,6
3.11913767435356,0.498262651712638,56,6
3.27107793723328,0.542316093187808,57,6
3.58137515334594,0.595890881491062,58,5
2.84269863376257,0.502416537307264,59,5
4.27138395300671,0.426083730817647,60,5
2.73933246710243,0.510345457793249,61,5
2.78536134034242,0.503776634043438,62,5
3.54393325325854,0.448538708208977,63,5
3.56374380862908,0.389601219740879,64,5
2.14613027848472,0.466419074564909,65,5
3.07117779594366,0.480536636830926,66,5
2.70263215459414,0.454396268129441,67,4
1.93864882689279,0.430261721986238,68,4
2.66806547983917,0.435094847023115,69,4
2.74817529845234,0.485218320669488,70,4
3.79384248394595,0.526763330682041,71,4
3.35192604082932,0.437564994652064,72,4
3.84426738406944,0.413836696058322,73,4
2.86669882673454,0.437785274116121,74,4
3.44851972225444,0.436603766513957,75,4
3.36191561346177,0.439674189705977,76,4
2.71647221078852,0.500796608906447,77,4
2.17712729922559,0.395378475939776,78,4
2.77481497862071,0.43519656721061,79,4
2.74917365329522,0.48238163439707,80,4
3.33494126391579,0.480267856341136,81,3
3.68340360425465,0.418992073842076,82,3
3.16939042525996,0.471374937541886,83,3
2.67144154391246,0.420755500128179,84,3
3.46717305154205,0.417919722276578,85,3
3.1884896085003,0.428482284640857,86,3
3.30418860657428,0.414610829948479,87,3
2.67627745806178,0.404719026125119,88,3
2.5041062185576,0.38941015582732,89,3
3.01321217377627,0.421436227983406,90,3
2.71193945535842,0.417763106239587,91,3
2.80307606339699,0.378435224297495,92,3
2.9469651076947,0.39992422860092,93,3
2.98661414195289,0.375598963702391,94,3
3.26341388674784,0.385703143873358,95,3
3.54753365834918,0.467145818909759,96,3
3.14437499960418,0.471209208590549,97,3
3.04808743874414,0.410040563458764,98,3
2.55262023706236,0.422681305011015,99,3
2.76217600490116,0.394310195792765,100,3
3.38315855245475,0.334165251920375,101,2
6.74310231270991,1.5784739438342,4,99
4.12394121201988,1.92399592442329,5,79
1.08799771433619,1.08406981219242,6,65
