"G","R","X","Y","alpha","beta","gamma"
1,1,1,8.5429739550732,6,3,2
1,2,1,7.97287691428091,6,3,2
2,1,1,11.3583605865467,6,3,2
2,2,1,11.4385085334958,6,3,2
3,1,1,8.53876720890571,6,3,2
3,2,1,7.35540685185682,6,3,2
4,1,1,8.84239023695837,6,3,2
4,2,1,8.39999442273736,6,3,2
5,1,1,7.16818664434522,6,3,2
5,2,1,7.53887097780617,6,3,2
6,1,1,11.0700748536371,6,3,2
6,2,1,11.9740456911443,6,3,2
7,1,1,9.95849782751337,6,3,2
7,2,1,10.6530184332377,6,3,2
8,1,0,6.79046968983491,6,3,2
8,2,0,6.44833159795835,6,3,2
9,1,0,2.53267955200119,6,3,2
9,2,0,2.8184214942372,6,3,2
10,1,0,9.25175564620071,6,3,2
10,2,0,9.67254729598282,6,3,2
11,1,1,11.7619487873098,6,3,2
11,2,1,11.4534973488436,6,3,2
12,1,0,6.89464195275177,6,3,2
12,2,0,6.98439085974689,6,3,2
13,1,1,10.8230805688156,6,3,2
13,2,1,10.2545928419147,6,3,2
14,1,0,7.36573543389941,6,3,2
14,2,0,7.04394344000748,6,3,2
15,1,1,7.96818059164974,6,3,2
15,2,1,6.9919045913904,6,3,2
16,1,1,9.91316529129968,6,3,2
16,2,1,9.59816088231183,6,3,2
17,1,0,4.57952889543526,6,3,2
17,2,0,3.11460027650942,6,3,2
18,1,0,5.37860297925102,6,3,2
18,2,0,6.18745668475075,6,3,2
19,1,1,6.6942237657813,6,3,2
19,2,1,6.545562266147,6,3,2
20,1,1,9.19506591251887,6,3,2
20,2,1,8.82948586425514,6,3,2
21,1,1,10.8952578968853,6,3,2
21,2,1,9.97057192711023,6,3,2
22,1,0,7.38736627203732,6,3,2
22,2,0,8.37832851051964,6,3,2
23,1,0,5.55701119733803,6,3,2
23,2,0,4.42677818416733,6,3,2
24,1,1,9.43287089399676,6,3,2
24,2,1,9.50808959491705,6,3,2
25,1,1,8.25422915721521,6,3,2
25,2,1,8.1734958598121,6,3,2
26,1,0,5.61520118338404,6,3,2
26,2,0,4.2626143913695,6,3,2
27,1,0,8.1509390079012,6,3,2
27,2,0,7.80638445997615,6,3,2
28,1,0,2.11924775163225,6,3,2
28,2,0,1.28578109503332,6,3,2
29,1,0,5.90353979860922,6,3,2
29,2,0,6.16099847021909,6,3,2
30,1,0,6.50668721298082,6,3,2
30,2,0,6.6662808527677,6,3,2
31,1,0,9.19515421719489,6,3,2
31,2,0,9.67445329366991,6,3,2
32,1,1,5.30872847284027,6,3,2
32,2,1,5.91016322183627,6,3,2
33,1,0,4.64262573119923,6,3,2
33,2,0,5.92815435121807,6,3,2
34,1,0,8.32261815818608,6,3,2
34,2,0,8.8441421728662,6,3,2
35,1,1,9.64021225675334,6,3,2
35,2,1,8.09052563037506,6,3,2
36,1,1,7.11325023576648,6,3,2
36,2,1,6.06657370386279,6,3,2
37,1,0,4.70402708639781,6,3,2
37,2,0,3.1401779296402,6,3,2
38,1,1,7.74942718997463,6,3,2
38,2,1,8.46744143207337,6,3,2
39,1,1,5.50981849783649,6,3,2
39,2,1,5.37504563169614,6,3,2
40,1,0,2.23502845727372,6,3,2
40,2,0,2.69660068850847,6,3,2
41,1,0,5.07713080398094,6,3,2
41,2,0,5.53899856808468,6,3,2
42,1,1,8.6544281501047,6,3,2
42,2,1,9.2702052878183,6,3,2
43,1,1,11.215879742551,6,3,2
43,2,1,11.8484837753881,6,3,2
44,1,0,9.02554686002089,6,3,2
44,2,0,9.05160455450357,6,3,2
45,1,1,9.75736532673358,6,3,2
45,2,1,9.62197488879884,6,3,2
46,1,0,7.71497792006256,6,3,2
46,2,0,7.37554895327374,6,3,2
47,1,0,9.77717912382584,6,3,2
47,2,0,10.3659785040792,6,3,2
48,1,1,8.24973113719399,6,3,2
48,2,1,9.20501101335118,6,3,2
49,1,0,7.11603346857535,6,3,2
49,2,0,6.44767777041898,6,3,2
50,1,0,6.50627147696095,6,3,2
50,2,0,7.30896710598406,6,3,2
51,1,1,6.20056248939448,6,3,2
51,2,1,5.93712075207642,6,3,2
52,1,0,8.38587600346508,6,3,2
52,2,0,8.70929805955256,6,3,2
53,1,1,8.98280461752473,6,3,2
53,2,1,9.48144020280346,6,3,2
54,1,0,3.64085196235911,6,3,2
54,2,0,3.93923121125195,6,3,2
55,1,1,13.0754953637657,6,3,2
55,2,1,13.2199774481937,6,3,2
56,1,0,9.84053207049564,6,3,2
56,2,0,10.2993727738621,6,3,2
57,1,1,7.28465176629318,6,3,2
57,2,1,7.03876537924233,6,3,2
58,1,1,8.70455827834753,6,3,2
58,2,1,8.58647961882898,6,3,2
59,1,1,8.15044128150188,6,3,2
59,2,1,8.82004964912983,6,3,2
60,1,0,4.50068126568828,6,3,2
60,2,0,4.40900466599844,6,3,2
61,1,0,5.8284120161656,6,3,2
61,2,0,5.96853748465925,6,3,2
62,1,1,5.82866906930313,6,3,2
62,2,1,5.78162576806821,6,3,2
63,1,1,5.67996147087699,6,3,2
63,2,1,5.89912613171172,6,3,2
64,1,1,6.93505718324177,6,3,2
64,2,1,6.94263992160175,6,3,2
65,1,1,6.22192841206461,6,3,2
65,2,1,7.4855168904317,6,3,2
66,1,1,11.2418916853758,6,3,2
66,2,1,11.6459706228574,6,3,2
67,1,0,6.96686944585658,6,3,2
67,2,0,7.63611971697986,6,3,2
68,1,1,11.1111487983412,6,3,2
68,2,1,9.75361906191065,6,3,2
69,1,1,7.61895206558358,6,3,2
69,2,1,7.74138609818508,6,3,2
70,1,0,7.9875667045702,6,3,2
70,2,0,8.53650341917407,6,3,2
71,1,0,4.51758396212153,6,3,2
71,2,0,3.98040293198047,6,3,2
72,1,1,8.43084271960605,6,3,2
72,2,1,7.7874477612314,6,3,2
73,1,0,6.02703671249387,6,3,2
73,2,0,6.0867238273689,6,3,2
74,1,1,10.0950998241326,6,3,2
74,2,1,9.69587404612274,6,3,2
75,1,1,7.91237977187972,6,3,2
75,2,1,7.75640397705655,6,3,2
76,1,0,5.43439479597644,6,3,2
76,2,0,5.68720779764812,6,3,2
77,1,0,2.17260608141317,6,3,2
77,2,0,2.23137240798414,6,3,2
78,1,0,6.86462127144052,6,3,2
78,2,0,5.57306898365636,6,3,2
79,1,0,7.81140661974788,6,3,2
79,2,0,7.6611290610366,6,3,2
80,1,1,6.56981680608168,6,3,2
80,2,1,6.69825199786584,6,3,2
81,1,1,12.2475767788792,6,3,2
81,2,1,11.7587365206797,6,3,2
82,1,1,9.55504980020128,6,3,2
82,2,1,9.65982389350578,6,3,2
83,1,1,7.72500251283962,6,3,2
83,2,1,7.72360376372208,6,3,2
84,1,0,3.72320881352509,6,3,2
84,2,0,4.60331953255578,6,3,2
85,1,0,4.60770689946277,6,3,2
85,2,0,4.62404976634229,6,3,2
