"G","R","X","Y","alpha","beta","gamma"
1,1,1,3,5,3,3
1,2,1,5,5,3,3
2,1,1,13850,5,3,3
2,2,1,13596,5,3,3
3,1,1,6322,5,3,3
3,2,1,6506,5,3,3
4,1,0,102,5,3,3
4,2,0,116,5,3,3
5,1,0,59,5,3,3
5,2,0,58,5,3,3
6,1,1,51,5,3,3
6,2,1,71,5,3,3
7,1,0,5649,5,3,3
7,2,0,5692,5,3,3
8,1,0,101,5,3,3
8,2,0,92,5,3,3
9,1,0,2064,5,3,3
9,2,0,2065,5,3,3
10,1,1,347,5,3,3
10,2,1,353,5,3,3
11,1,1,11,5,3,3
11,2,1,13,5,3,3
12,1,1,4871,5,3,3
12,2,1,4934,5,3,3
13,1,1,109181,5,3,3
13,2,1,108805,5,3,3
14,1,0,0,5,3,3
14,2,0,0,5,3,3
15,1,1,18971,5,3,3
15,2,1,19166,5,3,3
16,1,1,50,5,3,3
16,2,1,50,5,3,3
17,1,1,197,5,3,3
17,2,1,156,5,3,3
18,1,1,138,5,3,3
18,2,1,124,5,3,3
19,1,1,1955,5,3,3
19,2,1,1981,5,3,3
20,1,0,101,5,3,3
20,2,0,115,5,3,3
21,1,1,52,5,3,3
21,2,1,63,5,3,3
22,1,1,1164,5,3,3
22,2,1,1200,5,3,3
23,1,0,28,5,3,3
23,2,0,34,5,3,3
24,1,0,69,5,3,3
24,2,0,72,5,3,3
25,1,0,12,5,3,3
25,2,0,15,5,3,3
26,1,1,76206,5,3,3
26,2,1,75590,5,3,3
27,1,0,170,5,3,3
27,2,0,173,5,3,3
28,1,1,89591,5,3,3
28,2,1,88871,5,3,3
29,1,0,1,5,3,3
29,2,0,1,5,3,3
30,1,0,5285,5,3,3
30,2,0,5186,5,3,3
31,1,0,88,5,3,3
31,2,0,78,5,3,3
32,1,1,18917,5,3,3
32,2,1,18911,5,3,3
33,1,1,11420,5,3,3
33,2,1,11501,5,3,3
34,1,0,161,5,3,3
34,2,0,169,5,3,3
35,1,1,2,5,3,3
35,2,1,4,5,3,3
36,1,0,74,5,3,3
36,2,0,70,5,3,3
37,1,0,10,5,3,3
37,2,0,7,5,3,3
38,1,1,20637,5,3,3
38,2,1,20796,5,3,3
39,1,1,15233,5,3,3
39,2,1,15264,5,3,3
40,1,1,755,5,3,3
40,2,1,739,5,3,3
41,1,0,1,5,3,3
41,2,0,0,5,3,3
42,1,1,18114,5,3,3
42,2,1,18215,5,3,3
43,1,0,606,5,3,3
43,2,0,577,5,3,3
44,1,1,66693,5,3,3
44,2,1,66544,5,3,3
45,1,1,9549,5,3,3
45,2,1,9747,5,3,3
46,1,0,1282,5,3,3
46,2,0,1272,5,3,3
47,1,0,1008,5,3,3
47,2,0,977,5,3,3
48,1,1,3793,5,3,3
48,2,1,3847,5,3,3
49,1,1,1764,5,3,3
