"G","R","X","Y","alpha","beta","gamma"
1,1,0,74,5,3,3
1,2,0,77,5,3,3
2,1,1,2600,5,3,3
2,2,1,2606,5,3,3
3,1,0,2327,5,3,3
3,2,0,2346,5,3,3
4,1,0,1469,5,3,3
4,2,0,1440,5,3,3
5,1,1,61013,5,3,3
5,2,1,60983,5,3,3
6,1,1,812,5,3,3
6,2,1,879,5,3,3
7,1,1,56,5,3,3
7,2,1,49,5,3,3
8,1,1,90,5,3,3
8,2,1,88,5,3,3
9,1,0,4425,5,3,3
9,2,0,4370,5,3,3
10,1,1,5157,5,3,3
10,2,1,4999,5,3,3
11,1,0,2032,5,3,3
11,2,0,1818,5,3,3
12,1,0,7752,5,3,3
12,2,0,7969,5,3,3
13,1,1,11297,5,3,3
13,2,1,11206,5,3,3
14,1,0,515,5,3,3
14,2,0,498,5,3,3
15,1,1,1916045,5,3,3
15,2,1,1920463,5,3,3
16,1,0,7,5,3,3
16,2,0,8,5,3,3
17,1,1,1993,5,3,3
17,2,1,1956,5,3,3
18,1,1,143,5,3,3
18,2,1,155,5,3,3
19,1,0,21,5,3,3
19,2,0,26,5,3,3
20,1,0,1510,5,3,3
20,2,0,1577,5,3,3
21,1,0,6361,5,3,3
21,2,0,6547,5,3,3
22,1,1,1776,5,3,3
22,2,1,1782,5,3,3
23,1,1,8612,5,3,3
23,2,1,8502,5,3,3
24,1,1,482,5,3,3
24,2,1,488,5,3,3
25,1,0,2,5,3,3
25,2,0,4,5,3,3
26,1,1,11611,5,3,3
26,2,1,11837,5,3,3
27,1,0,352,5,3,3
27,2,0,375,5,3,3
28,1,0,6,5,3,3
28,2,0,1,5,3,3
29,1,0,280,5,3,3
29,2,0,254,5,3,3
30,1,0,751,5,3,3
30,2,0,731,5,3,3
31,1,0,7,5,3,3
31,2,0,11,5,3,3
32,1,1,10219,5,3,3
32,2,1,10402,5,3,3
33,1,1,108,5,3,3
33,2,1,101,5,3,3
34,1,0,383,5,3,3
34,2,0,379,5,3,3
35,1,0,7,5,3,3
35,2,0,12,5,3,3
36,1,1,81,5,3,3
36,2,1,64,5,3,3
37,1,1,1999,5,3,3
37,2,1,1972,5,3,3
38,1,1,9944,5,3,3
38,2,1,9507,5,3,3
39,1,0,146,5,3,3
39,2,0,117,5,3,3
40,1,1,37,5,3,3
40,2,1,54,5,3,3
41,1,1,1191766,5,3,3
41,2,1,1190823,5,3,3
42,1,0,47,5,3,3
42,2,0,37,5,3,3
43,1,0,2222,5,3,3
43,2,0,2174,5,3,3
44,1,1,721,5,3,3
44,2,1,732,5,3,3
45,1,0,535,5,3,3
45,2,0,504,5,3,3
46,1,0,21788,5,3,3
46,2,0,21630,5,3,3
47,1,0,22,5,3,3
47,2,0,21,5,3,3
48,1,0,93,5,3,3
48,2,0,71,5,3,3
49,1,1,87604,5,3,3
49,2,1,87667,5,3,3
50,1,1,54,5,3,3
50,2,1,56,5,3,3
51,1,1,43897,5,3,3
51,2,1,43441,5,3,3
52,1,1,96,5,3,3
52,2,1,109,5,3,3
53,1,1,1074,5,3,3
53,2,1,1059,5,3,3
54,1,0,36,5,3,3
54,2,0,35,5,3,3
55,1,0,25,5,3,3
55,2,0,33,5,3,3
56,1,1,2033,5,3,3
56,2,1,2108,5,3,3
57,1,0,4457,5,3,3
57,2,0,4475,5,3,3
58,1,1,3087,5,3,3
58,2,1,3118,5,3,3
59,1,0,245,5,3,3
59,2,0,275,5,3,3
60,1,0,6255,5,3,3
60,2,0,6428,5,3,3
61,1,1,29,5,3,3
61,2,1,39,5,3,3
62,1,1,89,5,3,3
62,2,1,70,5,3,3
63,1,0,6101,5,3,3
63,2,0,6040,5,3,3
64,1,0,27,5,3,3
64,2,0,34,5,3,3
65,1,0,1100,5,3,3
65,2,0,1100,5,3,3
66,1,1,2963,5,3,3
66,2,1,3016,5,3,3
67,1,1,15,5,3,3
67,2,1,11,5,3,3
68,1,0,115,5,3,3
68,2,0,129,5,3,3
69,1,0,7,5,3,3
69,2,0,8,5,3,3
70,1,0,886,5,3,3
70,2,0,877,5,3,3
71,1,0,13,5,3,3
71,2,0,14,5,3,3
72,1,1,27025,5,3,3
72,2,1,26855,5,3,3
73,1,1,78996,5,3,3
73,2,1,79148,5,3,3
74,1,1,72535,5,3,3
74,2,1,72638,5,3,3
75,1,1,3080,5,3,3
75,2,1,3116,5,3,3
76,1,0,322,5,3,3
76,2,0,307,5,3,3
77,1,1,73924,5,3,3
77,2,1,73990,5,3,3
78,1,0,135,5,3,3
78,2,0,135,5,3,3
79,1,0,1177,5,3,3
79,2,0,1140,5,3,3
80,1,1,775,5,3,3
80,2,1,740,5,3,3
81,1,1,20,5,3,3
81,2,1,23,5,3,3
82,1,1,1193,5,3,3
82,2,1,1208,5,3,3
83,1,1,13596,5,3,3
83,2,1,13505,5,3,3
84,1,1,4511,5,3,3
84,2,1,4596,5,3,3
85,1,0,34,5,3,3
85,2,0,35,5,3,3
86,1,1,77327,5,3,3
86,2,1,76676,5,3,3
87,1,1,3464,5,3,3
87,2,1,3661,5,3,3
88,1,0,4,5,3,3
88,2,0,3,5,3,3
89,1,0,7,5,3,3
89,2,0,10,5,3,3
90,1,0,1408,5,3,3
90,2,0,1417,5,3,3
91,1,0,3,5,3,3
