"G","R","X","Y","alpha","beta","gamma"
1,1,1,6835,5,3,2
1,2,1,6904,5,3,2
2,1,0,42,5,3,2
2,2,0,44,5,3,2
3,1,1,9380,5,3,2
3,2,1,9552,5,3,2
4,1,1,1726,5,3,2
4,2,1,1688,5,3,2
5,1,0,893,5,3,2
5,2,0,829,5,3,2
6,1,0,7,5,3,2
6,2,0,10,5,3,2
7,1,0,71,5,3,2
7,2,0,89,5,3,2
8,1,0,718,5,3,2
8,2,0,669,5,3,2
9,1,1,2875,5,3,2
9,2,1,2980,5,3,2
10,1,0,61,5,3,2
10,2,0,82,5,3,2
11,1,0,124,5,3,2
11,2,0,115,5,3,2
12,1,1,4964,5,3,2
12,2,1,5132,5,3,2
13,1,1,21928,5,3,2
13,2,1,22016,5,3,2
14,1,1,17252,5,3,2
14,2,1,17458,5,3,2
15,1,0,681,5,3,2
15,2,0,710,5,3,2
16,1,1,3756,5,3,2
16,2,1,3623,5,3,2
17,1,1,5834,5,3,2
17,2,1,5777,5,3,2
18,1,1,17946,5,3,2
18,2,1,17968,5,3,2
19,1,0,17,5,3,2
19,2,0,15,5,3,2
20,1,1,7656,5,3,2
20,2,1,7627,5,3,2
21,1,0,65,5,3,2
21,2,0,72,5,3,2
22,1,1,252807,5,3,2
22,2,1,252740,5,3,2
23,1,1,25107,5,3,2
23,2,1,25181,5,3,2
24,1,0,240,5,3,2
24,2,0,218,5,3,2
25,1,1,327,5,3,2
25,2,1,359,5,3,2
26,1,1,2426,5,3,2
26,2,1,2410,5,3,2
27,1,1,4113,5,3,2
27,2,1,4070,5,3,2
28,1,0,125,5,3,2
28,2,0,138,5,3,2
29,1,0,67,5,3,2
29,2,0,73,5,3,2
30,1,0,20,5,3,2
30,2,0,28,5,3,2
31,1,0,111,5,3,2
31,2,0,111,5,3,2
32,1,1,3117,5,3,2
32,2,1,3101,5,3,2
33,1,1,9399,5,3,2
33,2,1,9430,5,3,2
34,1,1,416,5,3,2
34,2,1,421,5,3,2
35,1,1,2124,5,3,2
35,2,1,2190,5,3,2
36,1,1,49345,5,3,2
36,2,1,49370,5,3,2
37,1,0,22,5,3,2
37,2,0,36,5,3,2
38,1,1,673,5,3,2
38,2,1,671,5,3,2
39,1,1,822,5,3,2
39,2,1,787,5,3,2
40,1,0,1175,5,3,2
40,2,0,1187,5,3,2
41,1,0,827,5,3,2
41,2,0,736,5,3,2
42,1,1,28821,5,3,2
42,2,1,28985,5,3,2
43,1,0,2156,5,3,2
43,2,0,2106,5,3,2
44,1,1,474,5,3,2
44,2,1,467,5,3,2
45,1,0,50,5,3,2
45,2,0,52,5,3,2
46,1,0,12,5,3,2
46,2,0,13,5,3,2
47,1,0,570,5,3,2
47,2,0,615,5,3,2
48,1,0,74,5,3,2
48,2,0,93,5,3,2
49,1,1,415,5,3,2
49,2,1,390,5,3,2
50,1,1,765,5,3,2
50,2,1,785,5,3,2
51,1,0,23,5,3,2
51,2,0,19,5,3,2
52,1,0,4,5,3,2
52,2,0,5,5,3,2
53,1,1,1114,5,3,2
53,2,1,1164,5,3,2
54,1,0,115,5,3,2
54,2,0,108,5,3,2
55,1,1,2415,5,3,2
55,2,1,2392,5,3,2
56,1,1,1658,5,3,2
56,2,1,1652,5,3,2
57,1,1,437,5,3,2
57,2,1,467,5,3,2
58,1,0,35,5,3,2
58,2,0,47,5,3,2
59,1,1,99,5,3,2
59,2,1,143,5,3,2
60,1,0,2472,5,3,2
60,2,0,2431,5,3,2
61,1,0,339,5,3,2
61,2,0,324,5,3,2
62,1,0,56,5,3,2
62,2,0,68,5,3,2
63,1,1,5259,5,3,2
63,2,1,5266,5,3,2
64,1,1,38657,5,3,2
64,2,1,38758,5,3,2
65,1,0,207,5,3,2
65,2,0,204,5,3,2
66,1,1,7887,5,3,2
66,2,1,7852,5,3,2
67,1,0,2453,5,3,2
67,2,0,2541,5,3,2
68,1,1,2643,5,3,2
68,2,1,2560,5,3,2
69,1,0,88,5,3,2
69,2,0,95,5,3,2
70,1,0,17,5,3,2
70,2,0,18,5,3,2
71,1,0,241,5,3,2
71,2,0,233,5,3,2
72,1,1,10397,5,3,2
72,2,1,10265,5,3,2
73,1,0,319,5,3,2
73,2,0,345,5,3,2
74,1,0,74,5,3,2
74,2,0,66,5,3,2
75,1,0,14,5,3,2
75,2,0,23,5,3,2
76,1,1,17612,5,3,2
76,2,1,17417,5,3,2
