"G","R","X","Y","alpha","beta","gamma"
1,1,1,8.59552194683567,5,3,2
1,2,1,8.83219089596997,5,3,2
1,3,1,8.28832931484487,5,3,2
1,4,1,9.36977011234952,5,3,2
2,1,1,5.60168976940019,5,3,2
2,2,1,5.32095132787026,5,3,2
2,3,1,5.61383130770475,5,3,2
2,4,1,4.97084162914252,5,3,2
3,1,0,5.62066147837207,5,3,2
3,2,0,6.81256724007329,5,3,2
3,3,0,5.68508799392054,5,3,2
3,4,0,5.88175917561131,5,3,2
4,1,1,9.4539521407124,5,3,2
4,2,1,10.0798771229098,5,3,2
4,3,1,9.5099930618954,5,3,2
4,4,1,9.34030534863086,5,3,2
5,1,1,4.95993792469878,5,3,2
5,2,1,6.78397602788813,5,3,2
5,3,1,6.1924170497477,5,3,2
5,4,1,5.74692536658867,5,3,2
6,1,0,5.74358664788472,5,3,2
6,2,0,6.41833121866978,5,3,2
6,3,0,6.22266783437848,5,3,2
6,4,0,5.57454710163528,5,3,2
7,1,1,9.87460521595231,5,3,2
7,2,1,10.2710516664506,5,3,2
7,3,1,10.4132827542336,5,3,2
7,4,1,11.2460224481268,5,3,2
8,1,0,5.18735951171417,5,3,2
8,2,0,5.17281747819399,5,3,2
8,3,0,5.23686378343479,5,3,2
8,4,0,3.69757259280049,5,3,2
9,1,0,0.822616990434816,5,3,2
9,2,0,2.80129415499733,5,3,2
9,3,0,2.75150202244799,5,3,2
9,4,0,2.43066093346968,5,3,2
10,1,1,8.56866116342846,5,3,2
10,2,1,9.09647774161217,5,3,2
10,3,1,8.34003595188577,5,3,2
10,4,1,7.6288271692052,5,3,2
11,1,0,1.06411669305325,5,3,2
11,2,0,2.80002723825346,5,3,2
11,3,0,2.73011136008947,5,3,2
11,4,0,1.01627746548025,5,3,2
12,1,1,6.49788887538179,5,3,2
12,2,1,6.19472064866055,5,3,2
12,3,1,5.50490386134991,5,3,2
12,4,1,5.92049295690543,5,3,2
13,1,0,5.23486153677576,5,3,2
13,2,0,3.95981325753047,5,3,2
13,3,0,5.25682513575421,5,3,2
13,4,0,4.38282284462981,5,3,2
14,1,1,8.05884444937152,5,3,2
14,2,1,7.29267123596288,5,3,2
14,3,1,6.99367472979553,5,3,2
14,4,1,7.7478795673781,5,3,2
15,1,1,6.02846998518142,5,3,2
15,2,1,6.47762061953688,5,3,2
15,3,1,5.61005461804299,5,3,2
15,4,1,6.70687600017548,5,3,2
16,1,1,8.2872149638072,5,3,2
16,2,1,9.29261027514452,5,3,2
16,3,1,8.52305113120988,5,3,2
16,4,1,8.65577641791995,5,3,2
