"G","R","X","Y","alpha","beta","gamma"
1,1,0,374,5,3,2
1,2,0,407,5,3,2
1,3,0,379,5,3,2
2,1,1,627,5,3,2
2,2,1,664,5,3,2
2,3,1,618,5,3,2
3,1,1,2171,5,3,2
3,2,1,2104,5,3,2
3,3,1,2054,5,3,2
4,1,1,1179,5,3,2
4,2,1,1239,5,3,2
4,3,1,1228,5,3,2
5,1,1,873,5,3,2
5,2,1,850,5,3,2
5,3,1,819,5,3,2
6,1,1,5272,5,3,2
6,2,1,5208,5,3,2
6,3,1,5242,5,3,2
7,1,1,132,5,3,2
7,2,1,122,5,3,2
7,3,1,130,5,3,2
8,1,1,22253,5,3,2
8,2,1,22390,5,3,2
8,3,1,22677,5,3,2
9,1,1,743,5,3,2
9,2,1,724,5,3,2
9,3,1,660,5,3,2
10,1,1,417,5,3,2
10,2,1,478,5,3,2
10,3,1,442,5,3,2
11,1,0,380,5,3,2
11,2,0,370,5,3,2
11,3,0,360,5,3,2
12,1,0,2558,5,3,2
12,2,0,2509,5,3,2
12,3,0,2470,5,3,2
13,1,1,1671,5,3,2
13,2,1,1580,5,3,2
13,3,1,1706,5,3,2
14,1,1,9383,5,3,2
14,2,1,9741,5,3,2
14,3,1,9609,5,3,2
15,1,0,493,5,3,2
15,2,0,492,5,3,2
15,3,0,481,5,3,2
16,1,1,670,5,3,2
16,2,1,699,5,3,2
16,3,1,655,5,3,2
17,1,1,3575,5,3,2
17,2,1,3691,5,3,2
17,3,1,3608,5,3,2
18,1,0,162,5,3,2
18,2,0,140,5,3,2
18,3,0,141,5,3,2
19,1,1,2307,5,3,2
19,2,1,2365,5,3,2
19,3,1,2323,5,3,2
20,1,0,7,5,3,2
20,2,0,12,5,3,2
20,3,0,6,5,3,2
21,1,1,9991,5,3,2
21,2,1,10129,5,3,2
21,3,1,10148,5,3,2
22,1,0,1386,5,3,2
22,2,0,1309,5,3,2
22,3,0,1392,5,3,2
23,1,0,86,5,3,2
23,2,0,86,5,3,2
23,3,0,79,5,3,2
24,1,0,53,5,3,2
24,2,0,59,5,3,2
24,3,0,51,5,3,2
25,1,1,215,5,3,2
25,2,1,205,5,3,2
25,3,1,180,5,3,2
26,1,0,841,5,3,2
26,2,0,784,5,3,2
26,3,0,772,5,3,2
27,1,0,334,5,3,2
27,2,0,291,5,3,2
27,3,0,289,5,3,2
28,1,0,178,5,3,2
28,2,0,181,5,3,2
28,3,0,168,5,3,2
29,1,0,26,5,3,2
29,2,0,28,5,3,2
29,3,0,30,5,3,2
30,1,0,13,5,3,2
30,2,0,14,5,3,2
30,3,0,6,5,3,2
31,1,0,652,5,3,2
31,2,0,696,5,3,2
31,3,0,721,5,3,2
32,1,0,272,5,3,2
32,2,0,319,5,3,2
32,3,0,269,5,3,2
33,1,0,1,5,3,2
33,2,0,3,5,3,2
33,3,0,5,5,3,2
34,1,0,2,5,3,2
34,2,0,1,5,3,2
34,3,0,1,5,3,2
35,1,1,27378,5,3,2
35,2,1,27538,5,3,2
35,3,1,27409,5,3,2
36,1,0,13,5,3,2
36,2,0,19,5,3,2
36,3,0,18,5,3,2
37,1,1,4014,5,3,2
37,2,1,4063,5,3,2
37,3,1,4065,5,3,2
38,1,0,71,5,3,2
38,2,0,63,5,3,2
38,3,0,64,5,3,2
39,1,1,32337,5,3,2
39,2,1,32732,5,3,2
39,3,1,32296,5,3,2
40,1,0,927,5,3,2
40,2,0,916,5,3,2
40,3,0,913,5,3,2
41,1,1,5752,5,3,2
41,2,1,5733,5,3,2
41,3,1,5808,5,3,2
42,1,1,31,5,3,2
42,2,1,37,5,3,2
42,3,1,40,5,3,2
43,1,1,1582,5,3,2
43,2,1,1639,5,3,2
43,3,1,1630,5,3,2
44,1,0,7,5,3,2
44,2,0,5,5,3,2
44,3,0,6,5,3,2
45,1,0,82,5,3,2
45,2,0,96,5,3,2
45,3,0,95,5,3,2
46,1,0,22851,5,3,2
46,2,0,22719,5,3,2
46,3,0,22635,5,3,2
47,1,1,628,5,3,2
47,2,1,599,5,3,2
47,3,1,607,5,3,2
48,1,0,23,5,3,2
48,2,0,17,5,3,2
48,3,0,23,5,3,2
49,1,0,312,5,3,2
49,2,0,276,5,3,2
49,3,0,290,5,3,2
50,1,0,278,5,3,2
50,2,0,311,5,3,2
50,3,0,300,5,3,2
51,1,1,697,5,3,2
51,2,1,717,5,3,2
51,3,1,689,5,3,2
52,1,0,88,5,3,2
52,2,0,94,5,3,2
52,3,0,82,5,3,2
53,1,1,961,5,3,2
53,2,1,959,5,3,2
53,3,1,1010,5,3,2
54,1,0,4,5,3,2
54,2,0,2,5,3,2
54,3,0,4,5,3,2
55,1,1,107,5,3,2
55,2,1,94,5,3,2
55,3,1,100,5,3,2
56,1,0,62,5,3,2
56,2,0,66,5,3,2
56,3,0,55,5,3,2
57,1,0,1,5,3,2
57,2,0,1,5,3,2
57,3,0,1,5,3,2
58,1,0,828,5,3,2
58,2,0,867,5,3,2
58,3,0,853,5,3,2
59,1,1,8133,5,3,2
59,2,1,8139,5,3,2
59,3,1,8340,5,3,2
60,1,1,29805,5,3,2
60,2,1,30095,5,3,2
60,3,1,29988,5,3,2
61,1,1,5210,5,3,2
61,2,1,5160,5,3,2
61,3,1,5247,5,3,2
62,1,1,2055,5,3,2
62,2,1,2137,5,3,2
62,3,1,2127,5,3,2
63,1,1,21554,5,3,2
63,2,1,21803,5,3,2
63,3,1,21516,5,3,2
64,1,0,31,5,3,2
64,2,0,39,5,3,2
64,3,0,32,5,3,2
65,1,0,174,5,3,2
65,2,0,200,5,3,2
65,3,0,200,5,3,2
66,1,0,548,5,3,2
66,2,0,532,5,3,2
66,3,0,525,5,3,2
67,1,1,22879,5,3,2
67,2,1,23093,5,3,2
67,3,1,22967,5,3,2
68,1,0,173,5,3,2
68,2,0,159,5,3,2
68,3,0,191,5,3,2
69,1,1,8064,5,3,2
69,2,1,8110,5,3,2
69,3,1,7917,5,3,2
70,1,1,27682,5,3,2
70,2,1,27964,5,3,2
70,3,1,27489,5,3,2
71,1,1,911,5,3,2
71,2,1,926,5,3,2
71,3,1,940,5,3,2
72,1,0,1182,5,3,2
72,2,0,1200,5,3,2
72,3,0,1160,5,3,2
73,1,0,149,5,3,2
73,2,0,131,5,3,2
73,3,0,142,5,3,2
74,1,1,5568,5,3,2
74,2,1,5617,5,3,2
74,3,1,5586,5,3,2
75,1,0,4,5,3,2
75,2,0,4,5,3,2
75,3,0,5,5,3,2
76,1,0,179,5,3,2
76,2,0,204,5,3,2
76,3,0,185,5,3,2
77,1,1,1061,5,3,2
77,2,1,1014,5,3,2
77,3,1,1047,5,3,2
78,1,1,87242,5,3,2
78,2,1,87226,5,3,2
78,3,1,86927,5,3,2
79,1,1,605,5,3,2
79,2,1,617,5,3,2
79,3,1,628,5,3,2
80,1,0,39,5,3,2
80,2,0,39,5,3,2
80,3,0,49,5,3,2
81,1,1,1131,5,3,2
81,2,1,1154,5,3,2
81,3,1,1116,5,3,2
82,1,0,591,5,3,2
82,2,0,574,5,3,2
82,3,0,594,5,3,2
83,1,0,2,5,3,2
83,2,0,2,5,3,2
83,3,0,6,5,3,2
84,1,1,247,5,3,2
84,2,1,248,5,3,2
84,3,1,246,5,3,2
85,1,0,4,5,3,2
85,2,0,12,5,3,2
85,3,0,11,5,3,2
86,1,0,185,5,3,2
86,2,0,200,5,3,2
86,3,0,218,5,3,2
87,1,1,47751,5,3,2
87,2,1,48009,5,3,2
87,3,1,47852,5,3,2
88,1,1,8440,5,3,2
88,2,1,8545,5,3,2
88,3,1,8767,5,3,2
89,1,1,17473,5,3,2
89,2,1,17731,5,3,2
89,3,1,17238,5,3,2
90,1,1,21929,5,3,2
90,2,1,21880,5,3,2
90,3,1,21968,5,3,2
91,1,1,638,5,3,2
91,2,1,675,5,3,2
91,3,1,662,5,3,2
92,1,1,2100,5,3,2
92,2,1,2149,5,3,2
92,3,1,2122,5,3,2
93,1,0,58,5,3,2
93,2,0,38,5,3,2
93,3,0,48,5,3,2
94,1,1,3914,5,3,2
94,2,1,3866,5,3,2
94,3,1,3984,5,3,2
95,1,0,173,5,3,2
95,2,0,187,5,3,2
95,3,0,191,5,3,2
96,1,0,30,5,3,2
96,2,0,38,5,3,2
96,3,0,26,5,3,2
97,1,0,178,5,3,2
97,2,0,167,5,3,2
97,3,0,155,5,3,2
98,1,1,981,5,3,2
98,2,1,940,5,3,2
98,3,1,1031,5,3,2
99,1,0,1769,5,3,2
99,2,0,1763,5,3,2
99,3,0,1761,5,3,2
100,1,0,3789,5,3,2
100,2,0,3772,5,3,2
100,3,0,3761,5,3,2
101,1,0,80,5,3,2
101,2,0,62,5,3,2
101,3,0,83,5,3,2
102,1,1,546,5,3,2
102,2,1,553,5,3,2
102,3,1,537,5,3,2
103,1,0,168,5,3,2
103,2,0,147,5,3,2
103,3,0,147,5,3,2
104,1,1,1281,5,3,2
104,2,1,1294,5,3,2
104,3,1,1361,5,3,2
105,1,1,866,5,3,2
105,2,1,917,5,3,2
105,3,1,922,5,3,2
106,1,0,203,5,3,2
106,2,0,221,5,3,2
106,3,0,213,5,3,2
107,1,0,104,5,3,2
107,2,0,97,5,3,2
107,3,0,77,5,3,2
108,1,0,7265,5,3,2
108,2,0,7227,5,3,2
108,3,0,7261,5,3,2
109,1,1,1956,5,3,2
109,2,1,1898,5,3,2
109,3,1,1902,5,3,2
110,1,1,132141,5,3,2
110,2,1,131764,5,3,2
110,3,1,132500,5,3,2
111,1,0,162,5,3,2
111,2,0,170,5,3,2
111,3,0,172,5,3,2
112,1,1,3853,5,3,2
112,2,1,3833,5,3,2
112,3,1,3766,5,3,2
113,1,1,3458,5,3,2
113,2,1,3463,5,3,2
113,3,1,3502,5,3,2
114,1,1,11993,5,3,2
114,2,1,12031,5,3,2
114,3,1,12169,5,3,2
115,1,0,248,5,3,2
115,2,0,235,5,3,2
115,3,0,229,5,3,2
116,1,0,184,5,3,2
116,2,0,176,5,3,2
116,3,0,160,5,3,2
117,1,1,4074,5,3,2
117,2,1,4323,5,3,2
117,3,1,4177,5,3,2
118,1,0,63,5,3,2
118,2,0,68,5,3,2
118,3,0,69,5,3,2
119,1,1,163,5,3,2
119,2,1,142,5,3,2
119,3,1,173,5,3,2
120,1,1,64,5,3,2
120,2,1,61,5,3,2
120,3,1,56,5,3,2
