"G","R","X","Y","alpha","beta","gamma"
1,1,0,2131,5,1,2
1,2,0,2226,5,1,2
1,3,0,2272,5,1,2
1,4,0,2195,5,1,2
2,1,1,5739,5,1,2
2,2,1,5756,5,1,2
2,3,1,5765,5,1,2
2,4,1,5789,5,1,2
3,1,0,94,5,1,2
3,2,0,99,5,1,2
3,3,0,105,5,1,2
3,4,0,89,5,1,2
4,1,0,27,5,1,2
4,2,0,35,5,1,2
4,3,0,35,5,1,2
4,4,0,29,5,1,2
5,1,0,1398,5,1,2
5,2,0,1450,5,1,2
5,3,0,1370,5,1,2
5,4,0,1351,5,1,2
6,1,0,90,5,1,2
6,2,0,88,5,1,2
6,3,0,86,5,1,2
6,4,0,102,5,1,2
7,1,0,700,5,1,2
7,2,0,716,5,1,2
7,3,0,697,5,1,2
7,4,0,654,5,1,2
8,1,1,2656,5,1,2
8,2,1,2597,5,1,2
8,3,1,2650,5,1,2
8,4,1,2733,5,1,2
9,1,1,265,5,1,2
9,2,1,241,5,1,2
9,3,1,252,5,1,2
9,4,1,205,5,1,2
10,1,0,38,5,1,2
10,2,0,35,5,1,2
10,3,0,35,5,1,2
10,4,0,30,5,1,2
11,1,1,86,5,1,2
11,2,1,75,5,1,2
11,3,1,102,5,1,2
11,4,1,78,5,1,2
12,1,1,181,5,1,2
12,2,1,174,5,1,2
12,3,1,172,5,1,2
12,4,1,152,5,1,2
13,1,0,4,5,1,2
13,2,0,5,5,1,2
13,3,0,2,5,1,2
13,4,0,7,5,1,2
14,1,1,583,5,1,2
14,2,1,560,5,1,2
14,3,1,533,5,1,2
14,4,1,577,5,1,2
15,1,0,73,5,1,2
15,2,0,87,5,1,2
15,3,0,103,5,1,2
15,4,0,83,5,1,2
16,1,0,528,5,1,2
16,2,0,592,5,1,2
16,3,0,535,5,1,2
16,4,0,538,5,1,2
17,1,1,692,5,1,2
17,2,1,668,5,1,2
17,3,1,717,5,1,2
17,4,1,727,5,1,2
18,1,1,214,5,1,2
18,2,1,194,5,1,2
18,3,1,201,5,1,2
18,4,1,209,5,1,2
19,1,0,3,5,1,2
19,2,0,6,5,1,2
19,3,0,3,5,1,2
19,4,0,4,5,1,2
20,1,0,166,5,1,2
20,2,0,146,5,1,2
20,3,0,176,5,1,2
20,4,0,158,5,1,2
21,1,0,1624,5,1,2
21,2,0,1627,5,1,2
21,3,0,1642,5,1,2
21,4,0,1591,5,1,2
22,1,1,8,5,1,2
22,2,1,4,5,1,2
22,3,1,8,5,1,2
22,4,1,6,5,1,2
23,1,1,8,5,1,2
23,2,1,4,5,1,2
23,3,1,6,5,1,2
23,4,1,5,5,1,2
24,1,1,141,5,1,2
24,2,1,129,5,1,2
24,3,1,151,5,1,2
24,4,1,155,5,1,2
25,1,1,7536,5,1,2
25,2,1,7734,5,1,2
25,3,1,7503,5,1,2
25,4,1,7514,5,1,2
26,1,0,83,5,1,2
26,2,0,76,5,1,2
26,3,0,78,5,1,2
26,4,0,85,5,1,2
27,1,1,1148,5,1,2
27,2,1,1139,5,1,2
27,3,1,1098,5,1,2
27,4,1,1138,5,1,2
28,1,0,1561,5,1,2
28,2,0,1603,5,1,2
28,3,0,1557,5,1,2
28,4,0,1580,5,1,2
29,1,0,62,5,1,2
29,2,0,90,5,1,2
29,3,0,72,5,1,2
29,4,0,70,5,1,2
30,1,0,1031,5,1,2
30,2,0,1044,5,1,2
30,3,0,974,5,1,2
30,4,0,1005,5,1,2
31,1,1,829,5,1,2
31,2,1,791,5,1,2
31,3,1,814,5,1,2
31,4,1,814,5,1,2
32,1,1,669,5,1,2
32,2,1,697,5,1,2
32,3,1,702,5,1,2
32,4,1,660,5,1,2
33,1,1,101,5,1,2
33,2,1,102,5,1,2
33,3,1,90,5,1,2
33,4,1,94,5,1,2
34,1,0,83,5,1,2
34,2,0,110,5,1,2
34,3,0,90,5,1,2
34,4,0,103,5,1,2
35,1,0,2571,5,1,2
35,2,0,2650,5,1,2
35,3,0,2529,5,1,2
35,4,0,2658,5,1,2
36,1,0,539,5,1,2
36,2,0,575,5,1,2
36,3,0,538,5,1,2
36,4,0,576,5,1,2
37,1,1,98,5,1,2
37,2,1,71,5,1,2
37,3,1,79,5,1,2
37,4,1,85,5,1,2
38,1,0,503,5,1,2
38,2,0,500,5,1,2
38,3,0,557,5,1,2
38,4,0,543,5,1,2
39,1,1,18809,5,1,2
39,2,1,19105,5,1,2
39,3,1,18969,5,1,2
39,4,1,18839,5,1,2
40,1,0,47,5,1,2
40,2,0,53,5,1,2
40,3,0,59,5,1,2
40,4,0,43,5,1,2
41,1,1,9497,5,1,2
41,2,1,9324,5,1,2
41,3,1,9323,5,1,2
41,4,1,9413,5,1,2
42,1,1,82,5,1,2
42,2,1,85,5,1,2
42,3,1,80,5,1,2
42,4,1,80,5,1,2
43,1,1,5482,5,1,2
43,2,1,5418,5,1,2
43,3,1,5358,5,1,2
43,4,1,5456,5,1,2
44,1,1,390,5,1,2
44,2,1,416,5,1,2
44,3,1,392,5,1,2
44,4,1,407,5,1,2
45,1,0,9,5,1,2
45,2,0,7,5,1,2
45,3,0,6,5,1,2
45,4,0,5,5,1,2
46,1,1,1774,5,1,2
46,2,1,1741,5,1,2
46,3,1,1810,5,1,2
46,4,1,1735,5,1,2
47,1,1,2469,5,1,2
47,2,1,2512,5,1,2
47,3,1,2536,5,1,2
47,4,1,2426,5,1,2
48,1,1,985,5,1,2
48,2,1,986,5,1,2
48,3,1,956,5,1,2
48,4,1,960,5,1,2
49,1,0,35,5,1,2
49,2,0,38,5,1,2
49,3,0,42,5,1,2
49,4,0,42,5,1,2
50,1,1,126,5,1,2
50,2,1,125,5,1,2
50,3,1,112,5,1,2
50,4,1,108,5,1,2
51,1,0,701,5,1,2
51,2,0,689,5,1,2
51,3,0,714,5,1,2
51,4,0,627,5,1,2
52,1,1,129,5,1,2
52,2,1,157,5,1,2
52,3,1,119,5,1,2
52,4,1,134,5,1,2
53,1,0,9,5,1,2
53,2,0,6,5,1,2
53,3,0,9,5,1,2
53,4,0,7,5,1,2
54,1,0,207,5,1,2
54,2,0,223,5,1,2
54,3,0,183,5,1,2
54,4,0,218,5,1,2
55,1,0,444,5,1,2
55,2,0,455,5,1,2
55,3,0,435,5,1,2
55,4,0,489,5,1,2
56,1,0,273,5,1,2
56,2,0,290,5,1,2
56,3,0,291,5,1,2
56,4,0,291,5,1,2
57,1,1,1848,5,1,2
57,2,1,1862,5,1,2
57,3,1,1822,5,1,2
57,4,1,1802,5,1,2
58,1,1,507,5,1,2
58,2,1,512,5,1,2
58,3,1,498,5,1,2
58,4,1,471,5,1,2
59,1,1,836,5,1,2
59,2,1,876,5,1,2
59,3,1,873,5,1,2
59,4,1,891,5,1,2
60,1,0,3,5,1,2
60,2,0,7,5,1,2
60,3,0,4,5,1,2
60,4,0,8,5,1,2
61,1,1,828,5,1,2
61,2,1,866,5,1,2
61,3,1,847,5,1,2
61,4,1,877,5,1,2
62,1,1,14,5,1,2
62,2,1,9,5,1,2
62,3,1,12,5,1,2
62,4,1,20,5,1,2
63,1,1,152,5,1,2
63,2,1,144,5,1,2
63,3,1,126,5,1,2
63,4,1,124,5,1,2
64,1,1,5470,5,1,2
64,2,1,5442,5,1,2
64,3,1,5451,5,1,2
64,4,1,5589,5,1,2
65,1,0,10,5,1,2
65,2,0,4,5,1,2
65,3,0,5,5,1,2
65,4,0,5,5,1,2
66,1,1,2788,5,1,2
66,2,1,2874,5,1,2
66,3,1,2973,5,1,2
66,4,1,2892,5,1,2
67,1,0,6,5,1,2
67,2,0,9,5,1,2
67,3,0,3,5,1,2
67,4,0,5,5,1,2
68,1,1,2268,5,1,2
68,2,1,2250,5,1,2
68,3,1,2170,5,1,2
68,4,1,2226,5,1,2
69,1,0,140,5,1,2
69,2,0,179,5,1,2
69,3,0,179,5,1,2
69,4,0,167,5,1,2
70,1,1,811,5,1,2
70,2,1,821,5,1,2
70,3,1,805,5,1,2
70,4,1,880,5,1,2
71,1,0,44,5,1,2
71,2,0,40,5,1,2
71,3,0,40,5,1,2
71,4,0,43,5,1,2
72,1,1,200,5,1,2
72,2,1,214,5,1,2
72,3,1,211,5,1,2
72,4,1,211,5,1,2
73,1,1,4,5,1,2
73,2,1,4,5,1,2
73,3,1,1,5,1,2
73,4,1,4,5,1,2
74,1,0,66,5,1,2
74,2,0,67,5,1,2
