"G","R","X","Y","alpha","beta","gamma"
1,1,0,581,5,3,2
1,2,0,552,5,3,2
2,1,0,214,5,3,2
2,2,0,200,5,3,2
3,1,1,1785,5,3,2
3,2,1,1956,5,3,2
4,1,1,76,5,3,2
4,2,1,59,5,3,2
5,1,0,2100,5,3,2
5,2,0,2076,5,3,2
6,1,0,322,5,3,2
6,2,0,292,5,3,2
7,1,1,5057,5,3,2
7,2,1,5205,5,3,2
8,1,0,73,5,3,2
8,2,0,87,5,3,2
9,1,1,1368,5,3,2
9,2,1,1323,5,3,2
10,1,1,3005,5,3,2
10,2,1,3033,5,3,2
11,1,1,1898,5,3,2
11,2,1,1996,5,3,2
12,1,1,115,5,3,2
12,2,1,107,5,3,2
13,1,0,19,5,3,2
13,2,0,19,5,3,2
14,1,1,94643,5,3,2
14,2,1,94823,5,3,2
15,1,1,3147,5,3,2
15,2,1,3215,5,3,2
16,1,1,21437,5,3,2
16,2,1,21053,5,3,2
17,1,0,1641,5,3,2
17,2,0,1589,5,3,2
18,1,0,596,5,3,2
18,2,0,627,5,3,2
19,1,0,717,5,3,2
19,2,0,721,5,3,2
20,1,0,235,5,3,2
20,2,0,211,5,3,2
21,1,0,3066,5,3,2
21,2,0,3084,5,3,2
22,1,0,221,5,3,2
22,2,0,212,5,3,2
23,1,0,950,5,3,2
23,2,0,929,5,3,2
24,1,1,2190,5,3,2
24,2,1,2116,5,3,2
25,1,0,29,5,3,2
25,2,0,20,5,3,2
26,1,1,580,5,3,2
26,2,1,582,5,3,2
27,1,0,2078,5,3,2
27,2,0,2073,5,3,2
28,1,1,905,5,3,2
28,2,1,917,5,3,2
29,1,1,1363,5,3,2
29,2,1,1301,5,3,2
30,1,1,6192,5,3,2
30,2,1,6255,5,3,2
31,1,1,14036,5,3,2
31,2,1,13966,5,3,2
32,1,0,11485,5,3,2
32,2,0,11337,5,3,2
33,1,0,111,5,3,2
33,2,0,114,5,3,2
34,1,1,714,5,3,2
34,2,1,705,5,3,2
35,1,0,54,5,3,2
35,2,0,40,5,3,2
36,1,1,12903,5,3,2
36,2,1,12644,5,3,2
37,1,1,81,5,3,2
37,2,1,88,5,3,2
38,1,1,62554,5,3,2
38,2,1,62988,5,3,2
39,1,1,12305,5,3,2
39,2,1,12179,5,3,2
40,1,0,2277,5,3,2
40,2,0,2323,5,3,2
41,1,0,179,5,3,2
41,2,0,206,5,3,2
42,1,0,2453,5,3,2
42,2,0,2518,5,3,2
43,1,0,308,5,3,2
43,2,0,307,5,3,2
44,1,1,4956,5,3,2
44,2,1,4888,5,3,2
45,1,1,683,5,3,2
45,2,1,648,5,3,2
46,1,1,270,5,3,2
46,2,1,316,5,3,2
47,1,0,25,5,3,2
47,2,0,21,5,3,2
48,1,0,164,5,3,2
48,2,0,173,5,3,2
49,1,1,300,5,3,2
49,2,1,278,5,3,2
50,1,0,111,5,3,2
50,2,0,126,5,3,2
51,1,1,580,5,3,2
51,2,1,586,5,3,2
52,1,0,31,5,3,2
52,2,0,34,5,3,2
53,1,1,1909,5,3,2
53,2,1,1853,5,3,2
54,1,1,2767,5,3,2
54,2,1,2743,5,3,2
55,1,1,17492,5,3,2
55,2,1,17466,5,3,2
56,1,1,345,5,3,2
56,2,1,300,5,3,2
57,1,0,229,5,3,2
57,2,0,242,5,3,2
58,1,1,117,5,3,2
58,2,1,111,5,3,2
59,1,1,485,5,3,2
59,2,1,528,5,3,2
60,1,0,876,5,3,2
60,2,0,940,5,3,2
61,1,1,215894,5,3,2
61,2,1,216493,5,3,2
62,1,1,1271,5,3,2
62,2,1,1287,5,3,2
63,1,0,562,5,3,2
63,2,0,593,5,3,2
64,1,0,186,5,3,2
64,2,0,181,5,3,2
65,1,0,3963,5,3,2
65,2,0,3820,5,3,2
66,1,0,3,5,3,2
66,2,0,1,5,3,2
67,1,0,31,5,3,2
67,2,0,31,5,3,2
68,1,0,36,5,3,2
68,2,0,38,5,3,2
69,1,1,3931,5,3,2
69,2,1,3948,5,3,2
70,1,0,1802,5,3,2
70,2,0,1733,5,3,2
71,1,0,3274,5,3,2
71,2,0,3395,5,3,2
72,1,0,172,5,3,2
72,2,0,173,5,3,2
73,1,1,21268,5,3,2
73,2,1,21135,5,3,2
74,1,1,2299,5,3,2
74,2,1,2359,5,3,2
75,1,1,5664,5,3,2
75,2,1,5801,5,3,2
76,1,0,46,5,3,2
76,2,0,39,5,3,2
77,1,0,173,5,3,2
77,2,0,178,5,3,2
78,1,1,101,5,3,2
78,2,1,103,5,3,2
79,1,1,13984,5,3,2
79,2,1,13983,5,3,2
80,1,1,4419,5,3,2
80,2,1,4362,5,3,2
81,1,1,3785,5,3,2
81,2,1,3568,5,3,2
82,1,0,1037,5,3,2
82,2,0,997,5,3,2
83,1,0,102,5,3,2
83,2,0,131,5,3,2
84,1,1,3896,5,3,2
84,2,1,3887,5,3,2
85,1,0,404,5,3,2
85,2,0,408,5,3,2
86,1,1,1626,5,3,2
86,2,1,1495,5,3,2
87,1,1,60956,5,3,2
87,2,1,60964,5,3,2
88,1,0,144,5,3,2
88,2,0,141,5,3,2
89,1,0,128,5,3,2
89,2,0,118,5,3,2
90,1,0,25,5,3,2
90,2,0,27,5,3,2
91,1,1,6344,5,3,2
91,2,1,6182,5,3,2
92,1,1,995,5,3,2
92,2,1,897,5,3,2
93,1,1,5411,5,3,2
93,2,1,5339,5,3,2
94,1,0,174,5,3,2
94,2,0,212,5,3,2
95,1,1,19356,5,3,2
95,2,1,19103,5,3,2
96,1,1,37769,5,3,2
96,2,1,37130,5,3,2
97,1,0,5,5,3,2
97,2,0,5,5,3,2
98,1,1,2656,5,3,2
98,2,1,2744,5,3,2
99,1,0,338,5,3,2
99,2,0,347,5,3,2
100,1,0,645,5,3,2
100,2,0,588,5,3,2
101,1,0,184,5,3,2
101,2,0,169,5,3,2
102,1,0,157,5,3,2
102,2,0,139,5,3,2
103,1,1,597,5,3,2
103,2,1,601,5,3,2
104,1,0,210,5,3,2
104,2,0,173,5,3,2
105,1,0,13,5,3,2
105,2,0,11,5,3,2
106,1,1,236,5,3,2
106,2,1,263,5,3,2
