"G","R","X","Y","alpha","beta","gamma"
1,1,1,6.29368498348373,5,3,2
1,2,1,5.93888138400134,5,3,2
1,3,1,5.97851334729545,5,3,2
1,4,1,6.41593802581923,5,3,2
1,5,1,6.0073406570648,5,3,2
1,6,1,5.70748033331263,5,3,2
1,7,1,5.29075818511747,5,3,2
1,8,1,5.32937878847332,5,3,2
1,9,1,5.36926976602865,5,3,2
1,10,1,7.22669459374495,5,3,2
1,11,1,6.8005456422476,5,3,2
1,12,1,5.69778037971233,5,3,2
1,13,1,6.40633229608205,5,3,2
2,1,1,7.15813481895544,5,3,2
2,2,1,7.69842566386534,5,3,2
2,3,1,6.37760790250144,5,3,2
2,4,1,6.77941489486207,5,3,2
2,5,1,5.9815270465135,5,3,2
2,6,1,6.71992030327744,5,3,2
2,7,1,7.39385521025277,5,3,2
2,8,1,6.85809387594674,5,3,2
2,9,1,7.42872615992578,5,3,2
2,10,1,5.47800342416369,5,3,2
2,11,1,6.67597309695318,5,3,2
2,12,1,7.14864856312111,5,3,2
2,13,1,7.30161093611974,5,3,2
3,1,0,5.14198629542815,5,3,2
3,2,0,4.70239936833588,5,3,2
3,3,0,5.01714412159065,5,3,2
3,4,0,5.31307872929032,5,3,2
3,5,0,4.98679717846722,5,3,2
3,6,0,4.69463801160784,5,3,2
3,7,0,4.90461458885907,5,3,2
3,8,0,5.71861639414776,5,3,2
3,9,0,4.31059450592861,5,3,2
3,10,0,4.48206851745948,5,3,2
3,11,0,5.20178061335247,5,3,2
3,12,0,4.90126597001853,5,3,2
3,13,0,4.69175400045097,5,3,2
4,1,0,6.17296344513511,5,3,2
4,2,0,6.13053744858867,5,3,2
4,3,0,6.75260728130365,5,3,2
4,4,0,5.62670267052378,5,3,2
4,5,0,6.52419455276181,5,3,2
4,6,0,7.29200775546521,5,3,2
4,7,0,6.27395301379858,5,3,2
4,8,0,7.15154735117055,5,3,2
4,9,0,6.78287146005064,5,3,2
4,10,0,6.80157490173734,5,3,2
