"G","R","X","Y","alpha","beta","gamma"
1,1,1,12837,5,3,2
1,2,1,12857,5,3,2
1,3,1,12650,5,3,2
1,4,1,12782,5,3,2
1,5,1,12975,5,3,2
1,6,1,12800,5,3,2
1,7,1,12756,5,3,2
1,8,1,12936,5,3,2
1,9,1,12761,5,3,2
1,10,1,12915,5,3,2
1,11,1,12787,5,3,2
1,12,1,12893,5,3,2
1,13,1,12865,5,3,2
1,14,1,12806,5,3,2
1,15,1,13029,5,3,2
2,1,1,2660,5,3,2
2,2,1,2582,5,3,2
2,3,1,2571,5,3,2
2,4,1,2603,5,3,2
2,5,1,2649,5,3,2
2,6,1,2636,5,3,2
2,7,1,2628,5,3,2
2,8,1,2679,5,3,2
2,9,1,2617,5,3,2
2,10,1,2635,5,3,2
2,11,1,2635,5,3,2
2,12,1,2527,5,3,2
2,13,1,2546,5,3,2
2,14,1,2672,5,3,2
2,15,1,2618,5,3,2
3,1,1,963,5,3,2
3,2,1,901,5,3,2
3,3,1,926,5,3,2
3,4,1,980,5,3,2
3,5,1,1050,5,3,2
3,6,1,974,5,3,2
3,7,1,952,5,3,2
3,8,1,968,5,3,2
3,9,1,917,5,3,2
3,10,1,948,5,3,2
3,11,1,958,5,3,2
3,12,1,946,5,3,2
3,13,1,960,5,3,2
3,14,1,988,5,3,2
3,15,1,999,5,3,2
4,1,1,613158,5,3,2
4,2,1,611423,5,3,2
4,3,1,612114,5,3,2
4,4,1,612737,5,3,2
4,5,1,612160,5,3,2
4,6,1,611362,5,3,2
4,7,1,613292,5,3,2
4,8,1,611966,5,3,2
4,9,1,612056,5,3,2
4,10,1,612715,5,3,2
4,11,1,614652,5,3,2
4,12,1,612576,5,3,2
4,13,1,612776,5,3,2
4,14,1,611502,5,3,2
4,15,1,613231,5,3,2
5,1,1,41,5,3,2
5,2,1,34,5,3,2
5,3,1,37,5,3,2
5,4,1,40,5,3,2
5,5,1,49,5,3,2
5,6,1,47,5,3,2
5,7,1,27,5,3,2
5,8,1,33,5,3,2
5,9,1,27,5,3,2
5,10,1,36,5,3,2
5,11,1,30,5,3,2
5,12,1,30,5,3,2
5,13,1,39,5,3,2
5,14,1,39,5,3,2
5,15,1,37,5,3,2
6,1,1,2695,5,3,2
6,2,1,2885,5,3,2
6,3,1,2754,5,3,2
6,4,1,2721,5,3,2
6,5,1,2795,5,3,2
6,6,1,2787,5,3,2
6,7,1,2829,5,3,2
6,8,1,2809,5,3,2
6,9,1,2832,5,3,2
6,10,1,2759,5,3,2
6,11,1,2741,5,3,2
6,12,1,2709,5,3,2
6,13,1,2713,5,3,2
6,14,1,2807,5,3,2
6,15,1,2663,5,3,2
7,1,1,3235,5,3,2
7,2,1,3276,5,3,2
7,3,1,3319,5,3,2
7,4,1,3210,5,3,2
7,5,1,3236,5,3,2
7,6,1,3236,5,3,2
7,7,1,3263,5,3,2
7,8,1,3257,5,3,2
7,9,1,3306,5,3,2
7,10,1,3262,5,3,2
7,11,1,3222,5,3,2
7,12,1,3388,5,3,2
7,13,1,3266,5,3,2
7,14,1,3367,5,3,2
7,15,1,3223,5,3,2
8,1,0,663,5,3,2
8,2,0,733,5,3,2
8,3,0,670,5,3,2
8,4,0,662,5,3,2
8,5,0,679,5,3,2
8,6,0,652,5,3,2
8,7,0,645,5,3,2
8,8,0,602,5,3,2
8,9,0,674,5,3,2
8,10,0,683,5,3,2
8,11,0,684,5,3,2
8,12,0,670,5,3,2
8,13,0,657,5,3,2
8,14,0,654,5,3,2
8,15,0,646,5,3,2
9,1,1,108383,5,3,2
9,2,1,108296,5,3,2
9,3,1,108325,5,3,2
9,4,1,107600,5,3,2
9,5,1,107785,5,3,2
9,6,1,108176,5,3,2
9,7,1,107878,5,3,2
9,8,1,108160,5,3,2
9,9,1,108387,5,3,2
9,10,1,108471,5,3,2
9,11,1,108327,5,3,2
9,12,1,107779,5,3,2
9,13,1,107817,5,3,2
9,14,1,108346,5,3,2
9,15,1,108266,5,3,2
10,1,1,325102,5,3,2
10,2,1,323771,5,3,2
10,3,1,325588,5,3,2
10,4,1,324817,5,3,2
10,5,1,325314,5,3,2
10,6,1,325079,5,3,2
10,7,1,325191,5,3,2
10,8,1,324899,5,3,2
10,9,1,325641,5,3,2
10,10,1,325234,5,3,2
10,11,1,326144,5,3,2
10,12,1,325426,5,3,2
10,13,1,325671,5,3,2
10,14,1,326380,5,3,2
10,15,1,326034,5,3,2
11,1,1,26907,5,3,2
11,2,1,27267,5,3,2
11,3,1,26918,5,3,2
11,4,1,27265,5,3,2
11,5,1,26848,5,3,2
11,6,1,27035,5,3,2
11,7,1,26952,5,3,2
11,8,1,27050,5,3,2
11,9,1,27018,5,3,2
11,10,1,27022,5,3,2
11,11,1,27177,5,3,2
11,12,1,26939,5,3,2
11,13,1,27008,5,3,2
11,14,1,26839,5,3,2
11,15,1,26939,5,3,2
12,1,0,46,5,3,2
12,2,0,45,5,3,2
12,3,0,41,5,3,2
12,4,0,27,5,3,2
12,5,0,46,5,3,2
12,6,0,44,5,3,2
12,7,0,49,5,3,2
12,8,0,39,5,3,2
12,9,0,33,5,3,2
12,10,0,59,5,3,2
12,11,0,39,5,3,2
12,12,0,39,5,3,2
12,13,0,35,5,3,2
12,14,0,37,5,3,2
12,15,0,41,5,3,2
13,1,0,860,5,3,2
13,2,0,824,5,3,2
13,3,0,860,5,3,2
13,4,0,863,5,3,2
13,5,0,854,5,3,2
13,6,0,867,5,3,2
13,7,0,827,5,3,2
13,8,0,823,5,3,2
13,9,0,869,5,3,2
13,10,0,809,5,3,2
13,11,0,915,5,3,2
13,12,0,859,5,3,2
13,13,0,898,5,3,2
13,14,0,835,5,3,2
13,15,0,841,5,3,2
14,1,0,20833,5,3,2
14,2,0,20527,5,3,2
14,3,0,20876,5,3,2
14,4,0,20672,5,3,2
14,5,0,20768,5,3,2
14,6,0,20840,5,3,2
14,7,0,21068,5,3,2
14,8,0,20685,5,3,2
14,9,0,20698,5,3,2
14,10,0,20961,5,3,2
14,11,0,20810,5,3,2
14,12,0,20796,5,3,2
14,13,0,20805,5,3,2
14,14,0,20796,5,3,2
14,15,0,20644,5,3,2
15,1,0,211,5,3,2
15,2,0,226,5,3,2
15,3,0,232,5,3,2
15,4,0,244,5,3,2
15,5,0,210,5,3,2
15,6,0,250,5,3,2
15,7,0,225,5,3,2
15,8,0,222,5,3,2
15,9,0,217,5,3,2
