"G","R","X","Y","alpha","beta","gamma"
1,1,1,82,5,3,3
1,2,1,84,5,3,3
1,3,1,75,5,3,3
2,1,0,27,5,3,3
2,2,0,20,5,3,3
2,3,0,13,5,3,3
3,1,1,35,5,3,3
3,2,1,38,5,3,3
3,3,1,34,5,3,3
4,1,1,15401,5,3,3
4,2,1,15566,5,3,3
4,3,1,15746,5,3,3
5,1,1,154305,5,3,3
5,2,1,153421,5,3,3
5,3,1,154614,5,3,3
6,1,0,140,5,3,3
6,2,0,139,5,3,3
6,3,0,169,5,3,3
7,1,1,87016,5,3,3
7,2,1,87239,5,3,3
7,3,1,87009,5,3,3
8,1,1,250,5,3,3
8,2,1,264,5,3,3
8,3,1,254,5,3,3
9,1,1,32537,5,3,3
9,2,1,32412,5,3,3
9,3,1,32651,5,3,3
10,1,0,939,5,3,3
10,2,0,960,5,3,3
10,3,0,904,5,3,3
11,1,1,373,5,3,3
11,2,1,389,5,3,3
11,3,1,362,5,3,3
12,1,1,71,5,3,3
12,2,1,50,5,3,3
12,3,1,76,5,3,3
13,1,0,103199,5,3,3
13,2,0,102657,5,3,3
13,3,0,103138,5,3,3
14,1,0,1,5,3,3
14,2,0,3,5,3,3
14,3,0,2,5,3,3
15,1,1,101193,5,3,3
15,2,1,101094,5,3,3
15,3,1,100495,5,3,3
16,1,1,7588,5,3,3
16,2,1,7564,5,3,3
16,3,1,7637,5,3,3
17,1,0,15479,5,3,3
17,2,0,15496,5,3,3
17,3,0,15519,5,3,3
18,1,1,353,5,3,3
18,2,1,365,5,3,3
18,3,1,380,5,3,3
19,1,1,15938,5,3,3
19,2,1,15687,5,3,3
19,3,1,15853,5,3,3
20,1,0,0,5,3,3
20,2,0,0,5,3,3
20,3,0,1,5,3,3
21,1,0,25797,5,3,3
21,2,0,26015,5,3,3
21,3,0,25994,5,3,3
22,1,1,780,5,3,3
22,2,1,830,5,3,3
22,3,1,763,5,3,3
23,1,1,9778,5,3,3
23,2,1,9884,5,3,3
23,3,1,10040,5,3,3
24,1,1,71696,5,3,3
24,2,1,71900,5,3,3
24,3,1,71715,5,3,3
25,1,0,48,5,3,3
25,2,0,47,5,3,3
25,3,0,44,5,3,3
26,1,1,41,5,3,3
26,2,1,45,5,3,3
26,3,1,51,5,3,3
27,1,1,92738,5,3,3
27,2,1,93547,5,3,3
27,3,1,92806,5,3,3
28,1,1,43434,5,3,3
28,2,1,43542,5,3,3
28,3,1,43466,5,3,3
29,1,1,4026,5,3,3
29,2,1,4086,5,3,3
29,3,1,4074,5,3,3
30,1,1,4193,5,3,3
30,2,1,4308,5,3,3
30,3,1,4186,5,3,3
31,1,1,31247,5,3,3
31,2,1,31329,5,3,3
31,3,1,31124,5,3,3
32,1,0,67,5,3,3
32,2,0,75,5,3,3
32,3,0,77,5,3,3
33,1,1,34,5,3,3
33,2,1,29,5,3,3
33,3,1,25,5,3,3
34,1,1,18277,5,3,3
34,2,1,18587,5,3,3
34,3,1,18489,5,3,3
35,1,0,13,5,3,3
35,2,0,19,5,3,3
35,3,0,17,5,3,3
36,1,0,1049,5,3,3
36,2,0,1020,5,3,3
36,3,0,1050,5,3,3
37,1,0,53,5,3,3
37,2,0,61,5,3,3
37,3,0,73,5,3,3
38,1,0,36,5,3,3
38,2,0,22,5,3,3
38,3,0,28,5,3,3
39,1,0,9684,5,3,3
39,2,0,9599,5,3,3
39,3,0,9679,5,3,3
40,1,0,2029,5,3,3
40,2,0,2056,5,3,3
40,3,0,2051,5,3,3
41,1,1,631,5,3,3
41,2,1,598,5,3,3
41,3,1,602,5,3,3
42,1,0,1280,5,3,3
42,2,0,1235,5,3,3
42,3,0,1237,5,3,3
43,1,0,141,5,3,3
43,2,0,154,5,3,3
43,3,0,151,5,3,3
44,1,0,7,5,3,3
44,2,0,6,5,3,3
44,3,0,5,5,3,3
45,1,0,530,5,3,3
45,2,0,569,5,3,3
45,3,0,492,5,3,3
46,1,0,2967,5,3,3
46,2,0,2934,5,3,3
46,3,0,2964,5,3,3
47,1,0,2617,5,3,3
47,2,0,2546,5,3,3
47,3,0,2541,5,3,3
48,1,0,43,5,3,3
48,2,0,43,5,3,3
48,3,0,31,5,3,3
49,1,1,738,5,3,3
49,2,1,745,5,3,3
49,3,1,690,5,3,3
50,1,0,46,5,3,3
50,2,0,45,5,3,3
50,3,0,51,5,3,3
51,1,0,81,5,3,3
51,2,0,80,5,3,3
51,3,0,85,5,3,3
52,1,1,12094,5,3,3
52,2,1,12041,5,3,3
52,3,1,12143,5,3,3
53,1,0,13086,5,3,3
53,2,0,12926,5,3,3
53,3,0,13195,5,3,3
54,1,1,841,5,3,3
54,2,1,842,5,3,3
54,3,1,865,5,3,3
55,1,1,9194,5,3,3
55,2,1,9176,5,3,3
55,3,1,9136,5,3,3
56,1,0,1957,5,3,3
56,2,0,1882,5,3,3
56,3,0,1872,5,3,3
57,1,0,12,5,3,3
57,2,0,14,5,3,3
57,3,0,15,5,3,3
58,1,1,1362,5,3,3
58,2,1,1396,5,3,3
58,3,1,1325,5,3,3
59,1,1,0,5,3,3
59,2,1,1,5,3,3
59,3,1,2,5,3,3
60,1,1,656,5,3,3
60,2,1,723,5,3,3
60,3,1,699,5,3,3
61,1,0,11,5,3,3
61,2,0,11,5,3,3
61,3,0,10,5,3,3
62,1,1,23010,5,3,3
62,2,1,22886,5,3,3
62,3,1,23217,5,3,3
63,1,1,3816,5,3,3
63,2,1,3791,5,3,3
63,3,1,3823,5,3,3
64,1,0,598,5,3,3
64,2,0,602,5,3,3
64,3,0,584,5,3,3
65,1,0,0,5,3,3
65,2,0,0,5,3,3
65,3,0,0,5,3,3
66,1,1,436,5,3,3
66,2,1,403,5,3,3
66,3,1,408,5,3,3
67,1,1,18968,5,3,3
67,2,1,18938,5,3,3
67,3,1,18850,5,3,3
68,1,1,2720,5,3,3
68,2,1,2656,5,3,3
68,3,1,2620,5,3,3
69,1,0,8,5,3,3
69,2,0,13,5,3,3
69,3,0,11,5,3,3
70,1,0,0,5,3,3
70,2,0,3,5,3,3
70,3,0,0,5,3,3
71,1,1,47478,5,3,3
71,2,1,47898,5,3,3
71,3,1,47608,5,3,3
72,1,1,125618,5,3,3
72,2,1,125676,5,3,3
72,3,1,126032,5,3,3
73,1,1,145336,5,3,3
73,2,1,146143,5,3,3
73,3,1,144979,5,3,3
74,1,1,967125,5,3,3
74,2,1,964662,5,3,3
74,3,1,966244,5,3,3
75,1,1,73834,5,3,3
75,2,1,74078,5,3,3
75,3,1,73527,5,3,3
76,1,1,133,5,3,3
