"G","R","X","Y","alpha","beta","gamma"
1,1,1,10013,5,3,2
1,2,1,10148,5,3,2
1,3,1,9925,5,3,2
2,1,0,5,5,3,2
2,2,0,9,5,3,2
2,3,0,5,5,3,2
3,1,0,79,5,3,2
3,2,0,84,5,3,2
3,3,0,83,5,3,2
4,1,0,493,5,3,2
4,2,0,495,5,3,2
4,3,0,533,5,3,2
5,1,1,321,5,3,2
5,2,1,337,5,3,2
5,3,1,328,5,3,2
6,1,0,23,5,3,2
6,2,0,22,5,3,2
6,3,0,21,5,3,2
7,1,1,43445,5,3,2
7,2,1,43105,5,3,2
7,3,1,43246,5,3,2
8,1,1,1322,5,3,2
8,2,1,1338,5,3,2
8,3,1,1274,5,3,2
9,1,0,276,5,3,2
9,2,0,267,5,3,2
9,3,0,263,5,3,2
10,1,0,229,5,3,2
10,2,0,200,5,3,2
10,3,0,203,5,3,2
11,1,1,44089,5,3,2
11,2,1,43775,5,3,2
11,3,1,43298,5,3,2
12,1,1,611,5,3,2
12,2,1,611,5,3,2
12,3,1,621,5,3,2
13,1,1,167,5,3,2
13,2,1,169,5,3,2
13,3,1,164,5,3,2
14,1,0,85,5,3,2
14,2,0,78,5,3,2
14,3,0,70,5,3,2
15,1,1,16362,5,3,2
15,2,1,16492,5,3,2
15,3,1,16483,5,3,2
16,1,1,1749,5,3,2
16,2,1,1708,5,3,2
16,3,1,1639,5,3,2
17,1,1,1841,5,3,2
17,2,1,1858,5,3,2
17,3,1,1899,5,3,2
18,1,0,1425,5,3,2
18,2,0,1404,5,3,2
18,3,0,1417,5,3,2
19,1,0,20,5,3,2
19,2,0,24,5,3,2
19,3,0,25,5,3,2
20,1,0,657,5,3,2
20,2,0,653,5,3,2
20,3,0,621,5,3,2
21,1,0,229,5,3,2
21,2,0,252,5,3,2
21,3,0,242,5,3,2
22,1,0,672,5,3,2
22,2,0,666,5,3,2
22,3,0,648,5,3,2
23,1,1,984,5,3,2
23,2,1,1038,5,3,2
23,3,1,982,5,3,2
24,1,1,866,5,3,2
24,2,1,911,5,3,2
24,3,1,922,5,3,2
25,1,0,291,5,3,2
25,2,0,288,5,3,2
25,3,0,283,5,3,2
26,1,1,8290,5,3,2
26,2,1,8240,5,3,2
26,3,1,8291,5,3,2
27,1,1,1809,5,3,2
27,2,1,1738,5,3,2
27,3,1,1825,5,3,2
28,1,1,80703,5,3,2
28,2,1,80436,5,3,2
28,3,1,79665,5,3,2
29,1,1,12006,5,3,2
29,2,1,12057,5,3,2
29,3,1,12053,5,3,2
30,1,0,237,5,3,2
30,2,0,228,5,3,2
30,3,0,212,5,3,2
31,1,1,6442,5,3,2
31,2,1,6180,5,3,2
31,3,1,6278,5,3,2
32,1,0,408,5,3,2
