"G","R","X","Y","alpha","beta","gamma"
1,1,1,20755,5,3,2
1,2,1,20827,5,3,2
1,3,1,20702,5,3,2
1,4,1,20785,5,3,2
2,1,0,63,5,3,2
2,2,0,82,5,3,2
2,3,0,63,5,3,2
2,4,0,73,5,3,2
3,1,1,2757,5,3,2
3,2,1,2715,5,3,2
3,3,1,2775,5,3,2
3,4,1,2714,5,3,2
4,1,0,2,5,3,2
4,2,0,0,5,3,2
4,3,0,0,5,3,2
4,4,0,0,5,3,2
5,1,0,21,5,3,2
5,2,0,30,5,3,2
5,3,0,21,5,3,2
5,4,0,25,5,3,2
6,1,0,224,5,3,2
6,2,0,189,5,3,2
6,3,0,183,5,3,2
6,4,0,201,5,3,2
7,1,1,177621,5,3,2
7,2,1,177906,5,3,2
7,3,1,177837,5,3,2
7,4,1,178390,5,3,2
8,1,0,10,5,3,2
8,2,0,10,5,3,2
8,3,0,17,5,3,2
8,4,0,14,5,3,2
9,1,1,8607,5,3,2
9,2,1,8733,5,3,2
9,3,1,8540,5,3,2
9,4,1,8770,5,3,2
10,1,1,2506,5,3,2
10,2,1,2530,5,3,2
10,3,1,2437,5,3,2
10,4,1,2518,5,3,2
11,1,1,3473,5,3,2
11,2,1,3296,5,3,2
11,3,1,3430,5,3,2
11,4,1,3469,5,3,2
12,1,1,509,5,3,2
12,2,1,474,5,3,2
12,3,1,504,5,3,2
12,4,1,466,5,3,2
13,1,1,3039,5,3,2
13,2,1,3123,5,3,2
13,3,1,3076,5,3,2
13,4,1,3007,5,3,2
14,1,0,1440,5,3,2
14,2,0,1466,5,3,2
14,3,0,1446,5,3,2
14,4,0,1432,5,3,2
15,1,1,47150,5,3,2
15,2,1,47986,5,3,2
15,3,1,47474,5,3,2
15,4,1,47330,5,3,2
16,1,1,5681,5,3,2
16,2,1,5635,5,3,2
16,3,1,5596,5,3,2
16,4,1,5696,5,3,2
17,1,0,172,5,3,2
17,2,0,152,5,3,2
17,3,0,152,5,3,2
17,4,0,166,5,3,2
18,1,1,9605,5,3,2
18,2,1,9849,5,3,2
18,3,1,9806,5,3,2
18,4,1,9682,5,3,2
19,1,1,1555,5,3,2
19,2,1,1636,5,3,2
19,3,1,1645,5,3,2
19,4,1,1620,5,3,2
20,1,0,2887,5,3,2
20,2,0,2824,5,3,2
20,3,0,2940,5,3,2
20,4,0,2851,5,3,2
21,1,0,129,5,3,2
21,2,0,119,5,3,2
21,3,0,101,5,3,2
21,4,0,120,5,3,2
22,1,0,2,5,3,2
22,2,0,2,5,3,2
22,3,0,3,5,3,2
22,4,0,0,5,3,2
23,1,0,236,5,3,2
23,2,0,244,5,3,2
23,3,0,294,5,3,2
23,4,0,233,5,3,2
24,1,0,1485,5,3,2
24,2,0,1539,5,3,2
24,3,0,1566,5,3,2
24,4,0,1542,5,3,2
25,1,0,472,5,3,2
25,2,0,457,5,3,2
25,3,0,451,5,3,2
25,4,0,465,5,3,2
26,1,0,1356,5,3,2
26,2,0,1330,5,3,2
26,3,0,1435,5,3,2
26,4,0,1389,5,3,2
27,1,0,2,5,3,2
27,2,0,0,5,3,2
27,3,0,0,5,3,2
27,4,0,0,5,3,2
28,1,1,132833,5,3,2
28,2,1,133491,5,3,2
28,3,1,132978,5,3,2
28,4,1,132890,5,3,2
29,1,0,208,5,3,2
29,2,0,215,5,3,2
29,3,0,211,5,3,2
29,4,0,219,5,3,2
30,1,1,2572,5,3,2
30,2,1,2650,5,3,2
30,3,1,2620,5,3,2
30,4,1,2475,5,3,2
31,1,1,1872,5,3,2
31,2,1,1798,5,3,2
31,3,1,1833,5,3,2
31,4,1,1784,5,3,2
32,1,0,74,5,3,2
32,2,0,52,5,3,2
32,3,0,69,5,3,2
32,4,0,70,5,3,2
33,1,1,34391,5,3,2
33,2,1,34465,5,3,2
33,3,1,34400,5,3,2
33,4,1,34665,5,3,2
34,1,1,10106,5,3,2
34,2,1,10037,5,3,2
34,3,1,10126,5,3,2
34,4,1,10203,5,3,2
35,1,0,426,5,3,2
35,2,0,456,5,3,2
35,3,0,469,5,3,2
35,4,0,438,5,3,2
36,1,0,69,5,3,2
36,2,0,57,5,3,2
36,3,0,57,5,3,2
36,4,0,49,5,3,2
37,1,1,160,5,3,2
37,2,1,184,5,3,2
37,3,1,199,5,3,2
37,4,1,185,5,3,2
38,1,0,47,5,3,2
38,2,0,48,5,3,2
38,3,0,55,5,3,2
38,4,0,52,5,3,2
39,1,1,17628,5,3,2
39,2,1,17685,5,3,2
39,3,1,17810,5,3,2
39,4,1,17347,5,3,2
40,1,1,26278,5,3,2
40,2,1,26485,5,3,2
40,3,1,26313,5,3,2
40,4,1,26775,5,3,2
41,1,1,575,5,3,2
41,2,1,605,5,3,2
41,3,1,565,5,3,2
41,4,1,545,5,3,2
42,1,1,202,5,3,2
42,2,1,197,5,3,2
42,3,1,199,5,3,2
42,4,1,195,5,3,2
43,1,1,3060,5,3,2
43,2,1,3128,5,3,2
43,3,1,3087,5,3,2
43,4,1,3052,5,3,2
44,1,1,2332,5,3,2
44,2,1,2313,5,3,2
44,3,1,2268,5,3,2
44,4,1,2301,5,3,2
45,1,0,123,5,3,2
45,2,0,131,5,3,2
45,3,0,116,5,3,2
45,4,0,116,5,3,2
46,1,0,223,5,3,2
46,2,0,248,5,3,2
46,3,0,246,5,3,2
46,4,0,249,5,3,2
47,1,1,1552,5,3,2
47,2,1,1438,5,3,2
47,3,1,1504,5,3,2
47,4,1,1502,5,3,2
48,1,0,0,5,3,2
48,2,0,1,5,3,2
48,3,0,1,5,3,2
48,4,0,2,5,3,2
49,1,1,222,5,3,2
49,2,1,236,5,3,2
49,3,1,233,5,3,2
49,4,1,210,5,3,2
50,1,0,297,5,3,2
50,2,0,285,5,3,2
50,3,0,288,5,3,2
50,4,0,274,5,3,2
51,1,0,374,5,3,2
51,2,0,395,5,3,2
51,3,0,366,5,3,2
51,4,0,387,5,3,2
52,1,1,314361,5,3,2
52,2,1,314039,5,3,2
52,3,1,314315,5,3,2
52,4,1,314963,5,3,2
53,1,0,145,5,3,2
53,2,0,143,5,3,2
53,3,0,142,5,3,2
53,4,0,136,5,3,2
54,1,1,1349,5,3,2
54,2,1,1406,5,3,2
54,3,1,1310,5,3,2
54,4,1,1294,5,3,2
55,1,0,64,5,3,2
55,2,0,74,5,3,2
55,3,0,70,5,3,2
55,4,0,73,5,3,2
56,1,0,782,5,3,2
56,2,0,799,5,3,2
56,3,0,779,5,3,2
56,4,0,801,5,3,2
57,1,0,173,5,3,2
57,2,0,215,5,3,2
57,3,0,191,5,3,2
57,4,0,206,5,3,2
58,1,1,4260,5,3,2
58,2,1,4150,5,3,2
58,3,1,4269,5,3,2
58,4,1,4174,5,3,2
59,1,1,113,5,3,2
59,2,1,123,5,3,2
